,owner,img1,img2,target
34,28,forged_bin/NFI-00102028.PNG,genuine_bin/NFI-02801028.PNG,0
35,27,genuine_bin/NFI-02703027.PNG,genuine_bin/NFI-02705027.PNG,1
36,24,forged_bin/NFI-00404024.png,genuine_bin/NFI-02401024.png,0
37,13,forged_bin/NFI-00404013.png,genuine_bin/NFI-01303013.png,0
38,1,genuine_bin/NFI-00103001.png,genuine_bin/NFI-00105001.png,1
39,20,forged_bin/NFI-01702020.png,genuine_bin/NFI-02003020.png,0
40,18,genuine_bin/NFI-01802018.png,genuine_bin/NFI-01804018.png,1
41,30,forged_bin/NFI-00104030.PNG,genuine_bin/NFI-03002030.PNG,0
42,12,genuine_bin/NFI-01202012.png,genuine_bin/NFI-01203012.png,1
43,9,forged_bin/NFI-00303009.png,genuine_bin/NFI-00902009.png,0
44,15,forged_bin/NFI-00502015.png,genuine_bin/NFI-01501015.png,0
45,25,forged_bin/NFI-00104025.PNG,genuine_bin/NFI-02502025.PNG,0
46,18,genuine_bin/NFI-01802018.png,genuine_bin/NFI-01803018.png,1
47,15,forged_bin/NFI-00504015.png,genuine_bin/NFI-01503015.png,0
48,4,genuine_bin/NFI-00404004.png,genuine_bin/NFI-00405004.png,1
49,18,genuine_bin/NFI-01803018.png,genuine_bin/NFI-01804018.png,1
50,15,forged_bin/NFI-00501015.png,genuine_bin/NFI-01501015.png,0
51,16,genuine_bin/NFI-01601016.png,genuine_bin/NFI-01602016.png,1
52,17,forged_bin/NFI-01301017.png,genuine_bin/NFI-01703017.png,0
53,20,forged_bin/NFI-01703020.png,genuine_bin/NFI-02001020.png,0
54,12,forged_bin/NFI-01103012.png,genuine_bin/NFI-01201012.png,0
55,6,genuine_bin/NFI-00601006.png,genuine_bin/NFI-00603006.png,1
56,2,forged_bin/NFI-00305002.png,genuine_bin/NFI-00202002.png,0
57,14,genuine_bin/NFI-01402014.png,genuine_bin/NFI-01403014.png,1
58,2,forged_bin/NFI-00305002.png,genuine_bin/NFI-00201002.png,0
59,11,forged_bin/NFI-00701011.png,genuine_bin/NFI-01102011.png,0
60,8,genuine_bin/NFI-00802008.png,genuine_bin/NFI-00803008.png,1
61,7,genuine_bin/NFI-00703007.png,genuine_bin/NFI-00704007.png,1
62,17,forged_bin/NFI-01303017.png,genuine_bin/NFI-01703017.png,0
63,17,forged_bin/NFI-01302017.png,genuine_bin/NFI-01702017.png,0
64,27,genuine_bin/NFI-02702027.PNG,genuine_bin/NFI-02703027.PNG,1
65,13,genuine_bin/NFI-01303013.png,genuine_bin/NFI-01304013.png,1
66,2,genuine_bin/NFI-00201002.png,genuine_bin/NFI-00204002.png,1
67,26,genuine_bin/NFI-02603026.PNG,genuine_bin/NFI-02604026.PNG,1
68,17,forged_bin/NFI-01305017.png,genuine_bin/NFI-01701017.png,0
69,4,forged_bin/NFI-08803004.png,genuine_bin/NFI-00403004.png,0
70,7,forged_bin/NFI-00401007.png,genuine_bin/NFI-00702007.png,0
71,11,forged_bin/NFI-00702011.png,genuine_bin/NFI-01102011.png,0
72,12,forged_bin/NFI-01102012.png,genuine_bin/NFI-01203012.png,0
73,9,forged_bin/NFI-00305009.png,genuine_bin/NFI-00901009.png,0
74,5,genuine_bin/NFI-00503005.png,genuine_bin/NFI-00504005.png,1
75,12,genuine_bin/NFI-01201012.png,genuine_bin/NFI-01204012.png,1
76,16,forged_bin/NFI-01105016.png,genuine_bin/NFI-01601016.png,0
77,11,genuine_bin/NFI-01103011.png,genuine_bin/NFI-01104011.png,1
78,23,genuine_bin/NFI-02301023.png,genuine_bin/NFI-02304023.png,1
79,17,genuine_bin/NFI-01704017.png,genuine_bin/NFI-01705017.png,1
80,28,forged_bin/NFI-00105028.PNG,genuine_bin/NFI-02802028.PNG,0
81,10,forged_bin/NFI-02503010.png,genuine_bin/NFI-01003010.png,0
82,3,genuine_bin/NFI-00303003.png,genuine_bin/NFI-00304003.png,1
83,10,genuine_bin/NFI-01002010.png,genuine_bin/NFI-01005010.png,1
84,15,forged_bin/NFI-00502015.png,genuine_bin/NFI-01502015.png,0
85,22,forged_bin/NFI-00503022.png,genuine_bin/NFI-02201022.png,0
86,23,forged_bin/NFI-00702023.png,genuine_bin/NFI-02301023.png,0
87,21,genuine_bin/NFI-02101021.png,genuine_bin/NFI-02104021.png,1
88,14,forged_bin/NFI-00104014.png,genuine_bin/NFI-01403014.png,0
89,24,forged_bin/NFI-00405024.png,genuine_bin/NFI-02403024.png,0
90,18,genuine_bin/NFI-01801018.png,genuine_bin/NFI-01805018.png,1
91,6,forged_bin/NFI-03301006.png,genuine_bin/NFI-00602006.png,0
92,21,forged_bin/NFI-01202021.png,genuine_bin/NFI-02101021.png,0
93,23,genuine_bin/NFI-02302023.png,genuine_bin/NFI-02304023.png,1
94,10,forged_bin/NFI-02503010.png,genuine_bin/NFI-01001010.png,0
95,10,forged_bin/NFI-02502010.png,genuine_bin/NFI-01001010.png,0
96,3,forged_bin/NFI-00405003.png,genuine_bin/NFI-00303003.png,0
97,16,forged_bin/NFI-01101016.png,genuine_bin/NFI-01601016.png,0
98,13,genuine_bin/NFI-01304013.png,genuine_bin/NFI-01305013.png,1
99,29,forged_bin/NFI-00101029.PNG,genuine_bin/NFI-02903029.PNG,0
100,18,forged_bin/NFI-00305018.png,genuine_bin/NFI-01802018.png,0
101,13,genuine_bin/NFI-01301013.png,genuine_bin/NFI-01302013.png,1
102,4,genuine_bin/NFI-00401004.png,genuine_bin/NFI-00402004.png,1
103,19,forged_bin/NFI-00102019.png,genuine_bin/NFI-01901019.png,0
104,17,forged_bin/NFI-01304017.png,genuine_bin/NFI-01701017.png,0
105,23,genuine_bin/NFI-02303023.png,genuine_bin/NFI-02305023.png,1
106,24,genuine_bin/NFI-02401024.png,genuine_bin/NFI-02402024.png,1
107,26,genuine_bin/NFI-02601026.PNG,genuine_bin/NFI-02602026.PNG,1
108,23,forged_bin/NFI-00704023.png,genuine_bin/NFI-02301023.png,0
109,11,forged_bin/NFI-00704011.png,genuine_bin/NFI-01102011.png,0
110,18,forged_bin/NFI-00301018.png,genuine_bin/NFI-01801018.png,0
111,19,forged_bin/NFI-00105019.png,genuine_bin/NFI-01902019.png,0
112,15,genuine_bin/NFI-01501015.png,genuine_bin/NFI-01505015.png,1
113,1,genuine_bin/NFI-00101001.png,genuine_bin/NFI-00103001.png,1
114,8,forged_bin/NFI-02306008.png,genuine_bin/NFI-00803008.png,0
115,30,forged_bin/NFI-00105030.PNG,genuine_bin/NFI-03002030.PNG,0
116,26,forged_bin/NFI-00101026.PNG,genuine_bin/NFI-02603026.PNG,0
117,1,forged_bin/NFI-00305001.png,genuine_bin/NFI-00102001.png,0
118,14,forged_bin/NFI-00101014.png,genuine_bin/NFI-01401014.png,0
119,7,forged_bin/NFI-00404007.png,genuine_bin/NFI-00701007.png,0
120,26,genuine_bin/NFI-02604026.PNG,genuine_bin/NFI-02605026.PNG,1
121,18,genuine_bin/NFI-01803018.png,genuine_bin/NFI-01805018.png,1
122,28,forged_bin/NFI-00102028.PNG,genuine_bin/NFI-02803028.PNG,0
123,22,forged_bin/NFI-00504022.png,genuine_bin/NFI-02202022.png,0
124,13,forged_bin/NFI-00401013.png,genuine_bin/NFI-01302013.png,0
125,10,forged_bin/NFI-02502010.png,genuine_bin/NFI-01003010.png,0
126,25,genuine_bin/NFI-02501025.PNG,genuine_bin/NFI-02505025.PNG,1
127,15,genuine_bin/NFI-01502015.png,genuine_bin/NFI-01505015.png,1
128,25,forged_bin/NFI-00104025.PNG,genuine_bin/NFI-02503025.PNG,0
129,25,forged_bin/NFI-00102025.PNG,genuine_bin/NFI-02502025.PNG,0
130,25,forged_bin/NFI-00103025.PNG,genuine_bin/NFI-02503025.PNG,0
131,12,genuine_bin/NFI-01204012.png,genuine_bin/NFI-01205012.png,1
132,4,forged_bin/NFI-08801004.png,genuine_bin/NFI-00401004.png,0
133,15,forged_bin/NFI-00504015.png,genuine_bin/NFI-01502015.png,0
134,8,forged_bin/NFI-02303008.png,genuine_bin/NFI-00802008.png,0
135,10,genuine_bin/NFI-01003010.png,genuine_bin/NFI-01005010.png,1
136,8,forged_bin/NFI-02303008.png,genuine_bin/NFI-00801008.png,0
137,22,genuine_bin/NFI-02201022.png,genuine_bin/NFI-02205022.png,1
138,6,forged_bin/NFI-03304006.png,genuine_bin/NFI-00603006.png,0
139,7,genuine_bin/NFI-00704007.png,genuine_bin/NFI-00705007.png,1
140,16,forged_bin/NFI-01102016.png,genuine_bin/NFI-01602016.png,0
141,11,genuine_bin/NFI-01102011.png,genuine_bin/NFI-01104011.png,1
142,26,forged_bin/NFI-00102026.PNG,genuine_bin/NFI-02603026.PNG,0
143,1,genuine_bin/NFI-00102001.png,genuine_bin/NFI-00104001.png,1
144,7,genuine_bin/NFI-00702007.png,genuine_bin/NFI-00703007.png,1
145,2,genuine_bin/NFI-00201002.png,genuine_bin/NFI-00203002.png,1
146,12,genuine_bin/NFI-01201012.png,genuine_bin/NFI-01203012.png,1
147,2,forged_bin/NFI-00303002.png,genuine_bin/NFI-00201002.png,0
148,11,forged_bin/NFI-00704011.png,genuine_bin/NFI-01103011.png,0
149,5,forged_bin/NFI-00305005.png,genuine_bin/NFI-00503005.png,0
150,19,genuine_bin/NFI-01903019.png,genuine_bin/NFI-01905019.png,1
151,19,forged_bin/NFI-00104019.png,genuine_bin/NFI-01903019.png,0
152,9,forged_bin/NFI-00302009.png,genuine_bin/NFI-00903009.png,0
153,6,genuine_bin/NFI-00603006.png,genuine_bin/NFI-00604006.png,1
154,28,genuine_bin/NFI-02801028.PNG,genuine_bin/NFI-02803028.PNG,1
155,15,genuine_bin/NFI-01502015.png,genuine_bin/NFI-01503015.png,1
156,13,forged_bin/NFI-00403013.png,genuine_bin/NFI-01303013.png,0
157,11,genuine_bin/NFI-01101011.png,genuine_bin/NFI-01105011.png,1
158,25,forged_bin/NFI-00105025.PNG,genuine_bin/NFI-02503025.PNG,0
159,9,forged_bin/NFI-00301009.png,genuine_bin/NFI-00902009.png,0
160,24,genuine_bin/NFI-02401024.png,genuine_bin/NFI-02403024.png,1
161,7,forged_bin/NFI-00405007.png,genuine_bin/NFI-00702007.png,0
162,10,genuine_bin/NFI-01001010.png,genuine_bin/NFI-01005010.png,1
163,5,genuine_bin/NFI-00502005.png,genuine_bin/NFI-00503005.png,1
164,20,genuine_bin/NFI-02001020.png,genuine_bin/NFI-02003020.png,1
165,25,genuine_bin/NFI-02501025.PNG,genuine_bin/NFI-02504025.PNG,1
166,4,forged_bin/NFI-08804004.png,genuine_bin/NFI-00402004.png,0
167,23,forged_bin/NFI-00702023.png,genuine_bin/NFI-02302023.png,0
168,10,forged_bin/NFI-02501010.png,genuine_bin/NFI-01002010.png,0
169,16,genuine_bin/NFI-01601016.png,genuine_bin/NFI-01604016.png,1
170,4,genuine_bin/NFI-00401004.png,genuine_bin/NFI-00403004.png,1
171,2,genuine_bin/NFI-00203002.png,genuine_bin/NFI-00205002.png,1
172,16,forged_bin/NFI-01102016.png,genuine_bin/NFI-01601016.png,0
173,29,forged_bin/NFI-00103029.PNG,genuine_bin/NFI-02903029.PNG,0
174,13,genuine_bin/NFI-01302013.png,genuine_bin/NFI-01305013.png,1
175,25,genuine_bin/NFI-02501025.PNG,genuine_bin/NFI-02502025.PNG,1
176,17,genuine_bin/NFI-01703017.png,genuine_bin/NFI-01705017.png,1
177,5,genuine_bin/NFI-00502005.png,genuine_bin/NFI-00505005.png,1
178,16,genuine_bin/NFI-01602016.png,genuine_bin/NFI-01603016.png,1
179,16,forged_bin/NFI-01103016.png,genuine_bin/NFI-01601016.png,0
180,11,forged_bin/NFI-00703011.png,genuine_bin/NFI-01103011.png,0
181,12,forged_bin/NFI-01104012.png,genuine_bin/NFI-01203012.png,0
182,28,forged_bin/NFI-00101028.PNG,genuine_bin/NFI-02801028.PNG,0
183,1,forged_bin/NFI-00303001.png,genuine_bin/NFI-00102001.png,0
184,24,genuine_bin/NFI-02402024.png,genuine_bin/NFI-02405024.png,1
185,12,forged_bin/NFI-01103012.png,genuine_bin/NFI-01203012.png,0
186,3,genuine_bin/NFI-00301003.png,genuine_bin/NFI-00304003.png,1
187,4,forged_bin/NFI-08802004.png,genuine_bin/NFI-00403004.png,0
188,6,forged_bin/NFI-03304006.png,genuine_bin/NFI-00601006.png,0
189,12,forged_bin/NFI-01105012.png,genuine_bin/NFI-01201012.png,0
190,25,forged_bin/NFI-00105025.PNG,genuine_bin/NFI-02502025.PNG,0
191,26,forged_bin/NFI-00101026.PNG,genuine_bin/NFI-02602026.PNG,0
192,14,genuine_bin/NFI-01401014.png,genuine_bin/NFI-01402014.png,1
193,20,genuine_bin/NFI-02003020.png,genuine_bin/NFI-02005020.png,1
194,27,forged_bin/NFI-00104027.PNG,genuine_bin/NFI-02702027.PNG,0
195,5,genuine_bin/NFI-00503005.png,genuine_bin/NFI-00505005.png,1
196,13,forged_bin/NFI-00403013.png,genuine_bin/NFI-01302013.png,0
197,1,forged_bin/NFI-00302001.png,genuine_bin/NFI-00102001.png,0
198,3,forged_bin/NFI-00405003.png,genuine_bin/NFI-00302003.png,0
199,12,genuine_bin/NFI-01201012.png,genuine_bin/NFI-01202012.png,1
200,20,forged_bin/NFI-01705020.png,genuine_bin/NFI-02001020.png,0
201,14,genuine_bin/NFI-01401014.png,genuine_bin/NFI-01405014.png,1
202,14,forged_bin/NFI-00103014.png,genuine_bin/NFI-01403014.png,0
203,22,genuine_bin/NFI-02202022.png,genuine_bin/NFI-02204022.png,1
204,4,forged_bin/NFI-08804004.png,genuine_bin/NFI-00401004.png,0
205,21,forged_bin/NFI-01202021.png,genuine_bin/NFI-02103021.png,0
206,5,genuine_bin/NFI-00504005.png,genuine_bin/NFI-00505005.png,1
207,18,forged_bin/NFI-00305018.png,genuine_bin/NFI-01803018.png,0
208,29,forged_bin/NFI-00101029.PNG,genuine_bin/NFI-02902029.PNG,0
209,6,forged_bin/NFI-03305006.png,genuine_bin/NFI-00601006.png,0
210,3,genuine_bin/NFI-00301003.png,genuine_bin/NFI-00302003.png,1
211,4,genuine_bin/NFI-00403004.png,genuine_bin/NFI-00404004.png,1
212,12,forged_bin/NFI-01105012.png,genuine_bin/NFI-01202012.png,0
213,16,forged_bin/NFI-01104016.png,genuine_bin/NFI-01602016.png,0
214,26,genuine_bin/NFI-02603026.PNG,genuine_bin/NFI-02605026.PNG,1
215,11,genuine_bin/NFI-01101011.png,genuine_bin/NFI-01102011.png,1
216,24,forged_bin/NFI-00405024.png,genuine_bin/NFI-02402024.png,0
217,22,forged_bin/NFI-00503022.png,genuine_bin/NFI-02203022.png,0
218,4,forged_bin/NFI-08801004.png,genuine_bin/NFI-00403004.png,0
219,17,genuine_bin/NFI-01701017.png,genuine_bin/NFI-01704017.png,1
220,7,forged_bin/NFI-00401007.png,genuine_bin/NFI-00703007.png,0
221,11,forged_bin/NFI-00703011.png,genuine_bin/NFI-01102011.png,0
222,11,forged_bin/NFI-00703011.png,genuine_bin/NFI-01101011.png,0
223,10,forged_bin/NFI-02501010.png,genuine_bin/NFI-01003010.png,0
224,8,forged_bin/NFI-02304008.png,genuine_bin/NFI-00802008.png,0
225,2,genuine_bin/NFI-00201002.png,genuine_bin/NFI-00205002.png,1
226,18,forged_bin/NFI-00305018.png,genuine_bin/NFI-01801018.png,0
227,19,genuine_bin/NFI-01901019.png,genuine_bin/NFI-01904019.png,1
228,29,genuine_bin/NFI-02901029.PNG,genuine_bin/NFI-02902029.PNG,1
229,25,forged_bin/NFI-00102025.PNG,genuine_bin/NFI-02503025.PNG,0
230,4,forged_bin/NFI-08805004.png,genuine_bin/NFI-00401004.png,0
231,7,forged_bin/NFI-00403007.png,genuine_bin/NFI-00701007.png,0
232,13,forged_bin/NFI-00402013.png,genuine_bin/NFI-01303013.png,0
233,28,forged_bin/NFI-00103028.PNG,genuine_bin/NFI-02801028.PNG,0
234,28,genuine_bin/NFI-02802028.PNG,genuine_bin/NFI-02805028.PNG,1
235,9,forged_bin/NFI-00304009.png,genuine_bin/NFI-00901009.png,0
236,27,genuine_bin/NFI-02701027.PNG,genuine_bin/NFI-02703027.PNG,1
237,18,forged_bin/NFI-00302018.png,genuine_bin/NFI-01803018.png,0
238,1,genuine_bin/NFI-00103001.png,genuine_bin/NFI-00104001.png,1
239,18,genuine_bin/NFI-01801018.png,genuine_bin/NFI-01804018.png,1
240,2,forged_bin/NFI-00304002.png,genuine_bin/NFI-00203002.png,0
241,4,forged_bin/NFI-08805004.png,genuine_bin/NFI-00402004.png,0
242,16,forged_bin/NFI-01104016.png,genuine_bin/NFI-01603016.png,0
243,4,genuine_bin/NFI-00401004.png,genuine_bin/NFI-00404004.png,1
244,14,genuine_bin/NFI-01403014.png,genuine_bin/NFI-01405014.png,1
245,11,forged_bin/NFI-00705011.png,genuine_bin/NFI-01103011.png,0
246,5,forged_bin/NFI-00304005.png,genuine_bin/NFI-00502005.png,0
247,7,forged_bin/NFI-00403007.png,genuine_bin/NFI-00703007.png,0
248,15,genuine_bin/NFI-01501015.png,genuine_bin/NFI-01503015.png,1
249,8,genuine_bin/NFI-00802008.png,genuine_bin/NFI-00805008.png,1
250,29,forged_bin/NFI-00105029.PNG,genuine_bin/NFI-02903029.PNG,0
251,15,forged_bin/NFI-00505015.png,genuine_bin/NFI-01501015.png,0
252,12,forged_bin/NFI-01104012.png,genuine_bin/NFI-01201012.png,0
253,3,genuine_bin/NFI-00302003.png,genuine_bin/NFI-00303003.png,1
254,14,forged_bin/NFI-00102014.png,genuine_bin/NFI-01402014.png,0
255,8,genuine_bin/NFI-00802008.png,genuine_bin/NFI-00804008.png,1
256,5,genuine_bin/NFI-00501005.png,genuine_bin/NFI-00504005.png,1
257,19,genuine_bin/NFI-01901019.png,genuine_bin/NFI-01902019.png,1
258,7,forged_bin/NFI-00402007.png,genuine_bin/NFI-00703007.png,0
259,21,genuine_bin/NFI-02101021.png,genuine_bin/NFI-02103021.png,1
260,17,forged_bin/NFI-01302017.png,genuine_bin/NFI-01703017.png,0
261,30,forged_bin/NFI-00104030.PNG,genuine_bin/NFI-03003030.PNG,0
262,5,genuine_bin/NFI-00501005.png,genuine_bin/NFI-00505005.png,1
263,4,genuine_bin/NFI-00402004.png,genuine_bin/NFI-00405004.png,1
264,12,forged_bin/NFI-01105012.png,genuine_bin/NFI-01203012.png,0
265,24,genuine_bin/NFI-02401024.png,genuine_bin/NFI-02404024.png,1
266,10,forged_bin/NFI-02502010.png,genuine_bin/NFI-01002010.png,0
267,22,forged_bin/NFI-00504022.png,genuine_bin/NFI-02203022.png,0
268,22,genuine_bin/NFI-02204022.png,genuine_bin/NFI-02205022.png,1
269,3,forged_bin/NFI-00405003.png,genuine_bin/NFI-00301003.png,0
270,18,genuine_bin/NFI-01801018.png,genuine_bin/NFI-01802018.png,1
271,13,forged_bin/NFI-00401013.png,genuine_bin/NFI-01301013.png,0
272,21,forged_bin/NFI-01205021.png,genuine_bin/NFI-02103021.png,0
273,6,forged_bin/NFI-03303006.png,genuine_bin/NFI-00603006.png,0
274,12,genuine_bin/NFI-01202012.png,genuine_bin/NFI-01205012.png,1
275,10,genuine_bin/NFI-01003010.png,genuine_bin/NFI-01004010.png,1
276,9,genuine_bin/NFI-00902009.png,genuine_bin/NFI-00904009.png,1
277,9,forged_bin/NFI-00305009.png,genuine_bin/NFI-00903009.png,0
278,4,genuine_bin/NFI-00401004.png,genuine_bin/NFI-00405004.png,1
279,10,forged_bin/NFI-02504010.png,genuine_bin/NFI-01003010.png,0
280,26,genuine_bin/NFI-02601026.PNG,genuine_bin/NFI-02605026.PNG,1
281,17,forged_bin/NFI-01303017.png,genuine_bin/NFI-01701017.png,0
282,20,forged_bin/NFI-01702020.png,genuine_bin/NFI-02001020.png,0
283,5,forged_bin/NFI-00305005.png,genuine_bin/NFI-00502005.png,0
284,17,forged_bin/NFI-01303017.png,genuine_bin/NFI-01702017.png,0
285,17,genuine_bin/NFI-01703017.png,genuine_bin/NFI-01704017.png,1
286,19,forged_bin/NFI-00105019.png,genuine_bin/NFI-01903019.png,0
287,3,forged_bin/NFI-00404003.png,genuine_bin/NFI-00301003.png,0
288,5,forged_bin/NFI-00305005.png,genuine_bin/NFI-00501005.png,0
289,24,genuine_bin/NFI-02402024.png,genuine_bin/NFI-02403024.png,1
290,29,genuine_bin/NFI-02903029.PNG,genuine_bin/NFI-02905029.PNG,1
291,21,forged_bin/NFI-01205021.png,genuine_bin/NFI-02102021.png,0
292,30,forged_bin/NFI-00104030.PNG,genuine_bin/NFI-03001030.PNG,0
293,7,genuine_bin/NFI-00701007.png,genuine_bin/NFI-00704007.png,1
294,29,genuine_bin/NFI-02901029.PNG,genuine_bin/NFI-02905029.PNG,1
295,1,genuine_bin/NFI-00102001.png,genuine_bin/NFI-00103001.png,1
296,17,forged_bin/NFI-01301017.png,genuine_bin/NFI-01702017.png,0
297,26,forged_bin/NFI-00103026.PNG,genuine_bin/NFI-02603026.PNG,0
298,21,genuine_bin/NFI-02101021.png,genuine_bin/NFI-02102021.png,1
299,17,forged_bin/NFI-01304017.png,genuine_bin/NFI-01702017.png,0
300,6,genuine_bin/NFI-00604006.png,genuine_bin/NFI-00605006.png,1
301,26,forged_bin/NFI-00104026.PNG,genuine_bin/NFI-02601026.PNG,0
302,29,forged_bin/NFI-00103029.PNG,genuine_bin/NFI-02901029.PNG,0
303,30,genuine_bin/NFI-03003030.PNG,genuine_bin/NFI-03004030.PNG,1
304,15,forged_bin/NFI-00503015.png,genuine_bin/NFI-01502015.png,0
305,26,forged_bin/NFI-00101026.PNG,genuine_bin/NFI-02601026.PNG,0
306,22,forged_bin/NFI-00501022.png,genuine_bin/NFI-02201022.png,0
307,5,forged_bin/NFI-00304005.png,genuine_bin/NFI-00503005.png,0
308,20,forged_bin/NFI-01701020.png,genuine_bin/NFI-02001020.png,0
309,19,forged_bin/NFI-00101019.png,genuine_bin/NFI-01901019.png,0
310,16,forged_bin/NFI-01103016.png,genuine_bin/NFI-01602016.png,0
311,19,forged_bin/NFI-00102019.png,genuine_bin/NFI-01902019.png,0
312,25,forged_bin/NFI-00104025.PNG,genuine_bin/NFI-02501025.PNG,0
313,27,forged_bin/NFI-00103027.PNG,genuine_bin/NFI-02701027.PNG,0
314,1,forged_bin/NFI-00305001.png,genuine_bin/NFI-00101001.png,0
315,14,forged_bin/NFI-00105014.png,genuine_bin/NFI-01402014.png,0
316,2,forged_bin/NFI-00305002.png,genuine_bin/NFI-00203002.png,0
317,2,forged_bin/NFI-00303002.png,genuine_bin/NFI-00202002.png,0
318,26,genuine_bin/NFI-02602026.PNG,genuine_bin/NFI-02605026.PNG,1
319,2,forged_bin/NFI-00301002.png,genuine_bin/NFI-00203002.png,0
320,14,forged_bin/NFI-00104014.png,genuine_bin/NFI-01401014.png,0
321,27,forged_bin/NFI-00105027.PNG,genuine_bin/NFI-02701027.PNG,0
322,8,genuine_bin/NFI-00801008.png,genuine_bin/NFI-00805008.png,1
323,6,genuine_bin/NFI-00602006.png,genuine_bin/NFI-00605006.png,1
324,23,forged_bin/NFI-00701023.png,genuine_bin/NFI-02302023.png,0
325,30,genuine_bin/NFI-03004030.PNG,genuine_bin/NFI-03005030.PNG,1
326,20,genuine_bin/NFI-02001020.png,genuine_bin/NFI-02004020.png,1
327,14,forged_bin/NFI-00101014.png,genuine_bin/NFI-01403014.png,0
328,11,genuine_bin/NFI-01102011.png,genuine_bin/NFI-01105011.png,1
329,26,forged_bin/NFI-00104026.PNG,genuine_bin/NFI-02602026.PNG,0
330,24,forged_bin/NFI-00403024.png,genuine_bin/NFI-02403024.png,0
331,8,forged_bin/NFI-02301008.png,genuine_bin/NFI-00802008.png,0
332,21,forged_bin/NFI-01203021.png,genuine_bin/NFI-02101021.png,0
333,5,genuine_bin/NFI-00502005.png,genuine_bin/NFI-00504005.png,1
334,2,genuine_bin/NFI-00201002.png,genuine_bin/NFI-00202002.png,1
335,29,forged_bin/NFI-00105029.PNG,genuine_bin/NFI-02902029.PNG,0
336,22,genuine_bin/NFI-02201022.png,genuine_bin/NFI-02204022.png,1
337,12,genuine_bin/NFI-01201012.png,genuine_bin/NFI-01205012.png,1
338,22,genuine_bin/NFI-02201022.png,genuine_bin/NFI-02202022.png,1
339,26,genuine_bin/NFI-02602026.PNG,genuine_bin/NFI-02603026.PNG,1
340,16,genuine_bin/NFI-01602016.png,genuine_bin/NFI-01604016.png,1
341,1,genuine_bin/NFI-00102001.png,genuine_bin/NFI-00105001.png,1
342,29,forged_bin/NFI-00105029.PNG,genuine_bin/NFI-02901029.PNG,0
343,27,forged_bin/NFI-00104027.PNG,genuine_bin/NFI-02701027.PNG,0
344,28,forged_bin/NFI-00101028.PNG,genuine_bin/NFI-02802028.PNG,0
345,6,forged_bin/NFI-03303006.png,genuine_bin/NFI-00601006.png,0
346,5,forged_bin/NFI-00301005.png,genuine_bin/NFI-00503005.png,0
